Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 1	Expression 2	Expression 3	Expression 4	Expression 5	Expression 6	Expression 7	Expression 8	Expression 9	Expression 10	Expression 11	Expression 12	Expression 13	Expression 14	Expression 15	Expression 16
3436031	3436046	3436456	3436474	+	mscL	b3291	"mechanosensitive channel protein, high conductance"	299	293	317	297	361	352	176	379	365	192	236	533	288	392	384	251
3436726	3436671	3436453	3436294	-	arfA	b4550	"conserved protein, DUF331 family"	16	18	17	15	13	32	19	16	23	16	93	58	85	64	95	128
3437152	3437152	3436727	3436727	-	zntR	b3292	DNA-binding transcriptional activator in response to Zn(II)	40	41	31	30	38	49	45	28	46	41	104	61	68	91	90	93
3437637	3437531	3437163	3437153	-	yhdN	b3293	"conserved protein, DUF1992 family"	82	91	80	75	102	143	113	78	121	107	161	109	148	157	144	148
3438061	3438021	3437638	3437638	-	rplQ	b3294	50S ribosomal subunit protein L17	1383	1272	1988	1347	854	526	2411	918	715	2127	612	664	365	458	165	243
3439076	3439051	3438062	3438062	-	rpoA	b3295	"RNA polymerase, alpha subunit"	14419	14148	14481	9641	5886	4141	17501	5847	5204	14636	3140	4013	2759	2810	856	1121
3439697	3439697	3439077	3439077	-	rpsD	b3296	30S ribosomal subunit protein S4	32125	31068	32059	22861	13656	9400	41726	11461	13866	35848	4835	6899	6873	3959	1314	1546
3440134	3440120	3439731	3439698	-	rpsK	b3297	30S ribosomal subunit protein S11	10892	10718	11363	7920	2436	2549	10694	2986	4234	10973	801	1077	1840	414	125	195
3440639	3440493	3440137	3440137	-	rpsM	b3298	30S ribosomal subunit protein S13	14341	13544	14386	10794	3858	3207	13978	4182	4816	13188	2045	2636	2636	1557	408	600
3440787	3440756	3440640	3440640	-	rpmJ	b3299	50S ribosomal subunit protein L36	6435	6607	6434	5010	3147	1721	6758	2673	2612	6108	1555	2055	1628	1413	379	492
3442119	3442119	3440788	3440788	-	secY	b3300	preprotein translocase membrane subunit	10994	10844	11598	8958	5036	3554	17083	4099	4573	13144	2643	3840	2857	2473	676	850
3442564	3442561	3442127	3442122	-	rplO	b3301	50S ribosomal subunit protein L15	11430	11099	10728	8163	2530	3252	17615	2626	4746	14203	869	1269	2016	490	135	198
3442744	3442744	3442565	3442565	-	rpmD	b3302	50S ribosomal subunit protein L30	11734	11274	9732	7689	3415	2813	14726	3092	4006	11290	1598	2335	2302	1491	392	530
3443265	3443251	3442748	3442745	-	rpsE	b3303	30S ribosomal subunit protein S5	9567	9972	8265	6452	3589	2620	12379	3159	3348	9605	1939	2721	2190	1925	481	613
3443628	3443619	3443266	3443266	-	rplR	b3304	50S ribosomal subunit protein L18	11830	10573	7895	6517	4102	2352	10162	3856	3350	8979	1968	2986	1919	2054	591	809
3444174	3444162	3443629	3443629	-	rplF	b3305	50S ribosomal subunit protein L6	15313	14170	10240	8390	6674	3346	14935	5671	4720	12199	3144	4771	2698	3650	1003	1446
3444567	3444567	3444175	3444175	-	rpsH	b3306	30S ribosomal subunit protein S8	17269	19219	12330	8511	6472	2810	12696	6336	4156	10867	3075	4095	2507	3197	1085	1418
3444906	3444906	3444601	3444568	-	rpsN	b3307	30S ribosomal subunit protein S14	10832	10663	11501	8017	6444	2654	11566	6498	3902	9776	3097	3552	2376	3194	980	1289
3445460	3445460	3444921	3444907	-	rplE	b3308	50S ribosomal subunit protein L5	14593	14433	14333	10132	8052	3995	16861	8331	5362	15215	5150	6206	3787	5038	1680	2329
3445472			3445461	-	-	predicted RNA	-	31412	28410	18387	13619	15952	6338	23655	12295	9548	23416	7789	9397	6317	8053	2980	4202
3445799	3445789	3445475	3445473	-	rplX	b3309	50S ribosomal subunit protein L24	21538	21158	19031	13882	14805	5541	20187	12932	8252	19685	7787	7508	5646	6635	2600	3557
3446233	3446171	3445800	3445800	-	rplN	b3310	50S ribosomal subunit protein L14	13009	13493	14378	11366	9687	4489	16308	9974	6417	16075	6754	6243	4462	5794	2181	2859
3446320			3446234	-	-	predicted RNA	-	5002	4475	6849	3632	1550	745	3429	4417	1164	3323	1563	1156	873	1099	540	644
3437856			3438651	+	-	predicted RNA	antisense: rplQ rpoA	635	638	1912	1086	463	353	1982	415	387	1295	705	721	660	472	239	209
3438768			3439269	+	-	predicted RNA	antisense: rpsD rpoA	965	929	3052	1666	491	495	3019	468	599	2053	677	698	972	398	244	235
3439414			3439791	+	-	predicted RNA	antisense: rpsD rpsK	1643	1640	3097	1793	464	480	3429	443	751	2091	634	900	1195	397	213	213
3439881			3439961	+	-	predicted RNA	antisense: rpsK	383	393	1542	804	108	159	1053	154	195	683	194	234	479	50	54	51
3440031			3440230	+	-	predicted RNA	antisense: rpsM rpsK	832	816	2101	1356	242	346	2304	266	489	1413	327	476	552	233	102	90
3440291			3440698	+	-	predicted RNA	antisense: rpsM rpmJ	566	591	1314	797	207	199	1589	197	243	776	645	743	884	359	216	206
3440764			3440873	+	-	predicted RNA	antisense: secY	703	690	2875	1669	503	405	2865	435	464	1672	812	1039	1228	553	317	280
3441046			3441129	+	-	predicted RNA	antisense: secY	426	402	782	491	136	118	1042	101	163	517	402	520	495	209	113	110
3441341			3441416	+	-	predicted RNA	antisense: secY	202	203	735	492	105	141	893	122	137	479	288	387	348	257	87	89
3441777			3441978	+	-	predicted RNA	antisense: secY	1048	967	1885	1160	346	396	2828	213	484	1807	558	732	766	401	172	160
3442105			3442203	+	-	predicted RNA	antisense: rplO secY	535	518	1858	933	109	225	1461	173	301	1121	293	210	537	61	78	95
3442573			3442837	+	-	predicted RNA	antisense: rpmD rpsE	678	659	1378	776	245	227	1545	218	269	943	401	484	536	292	139	143
3443261			3443353	+	-	predicted RNA	antisense: rplR	356	341	1130	648	171	145	918	175	179	643	500	627	669	221	169	157
3443637			3443740	+	-	predicted RNA	antisense: rplF	1226	1078	2521	1608	459	342	2724	475	418	1557	1127	1351	1145	778	454	391
3444177			3445157	+	-	predicted RNA	antisense: rplE rpsN rpsH	702	686	1907	1184	528	288	1920	509	361	1220	923	957	828	653	415	363
3445367			3445830	+	-	predicted RNA	antisense: rplN rplE rplX	902	980	2812	1541	758	404	2585	776	454	1535	1669	1545	1496	1022	877	788
3446061			3446153	+	-	predicted RNA	antisense: rplN	299	277	1061	763	294	227	1217	319	248	1014	832	768	743	654	404	392
	3446590	3446336	3446321	-	rpsQ	b3311	30S ribosomal subunit protein S17	6394	6172	5746	4163	2417	1436	7095	2916	1882	6320	2079	2066	1650	2060	843	1100
3446343			3446527	+	-	predicted RNA	antisense: rpsQ	428	414	1003	679	255	193	1115	300	216	810	443	386	370	353	231	253
	3446781	3446590		-	rpmC	b3312	50S ribosomal subunit protein L29	12236	11276	11592	8188	6243	3336	12579	6689	4452	11494	3596	3936	2731	3452	1300	2208
3446607			3446703	+	-	predicted RNA	antisense: rpmC	537	504	1465	1042	329	234	1137	430	265	935	644	528	545	413	278	288
3446755			3447040	+	-	predicted RNA	antisense: rplP rpmC	1240	1211	7342	3532	1067	700	3156	1853	765	3113	2018	1688	2025	1265	846	946
3447191	3447191	3446781		-	rplP	b3313	50S ribosomal subunit protein L16	38844	37262	41973	28934	27848	11775	42896	26450	15573	43809	11355	13456	8830	13495	4980	6743
3447909	3447905	3447204	3447192	-	rpsC	b3314	30S ribosomal subunit protein S3	15681	15232	16367	11985	9928	4625	16803	10159	5936	16376	3796	4538	3639	4450	1512	2132
3447322			3447380	+	-	predicted RNA	antisense: rpsC	684	603	1181	811	382	222	1089	430	254	837	393	529	396	423	208	254
3447593			3447827	+	-	predicted RNA	antisense: rpsC	925	917	2601	1678	723	371	2203	765	441	1697	917	894	1017	698	430	474
3447899			3448377	+	-	predicted RNA	antisense: rpsS rpsC rplV	727	745	2279	1593	599	386	2596	627	500	1862	592	608	734	482	256	286
3448255	3448255	3447923	3447910	-	rplV	b3315	50S ribosomal subunit protein L22	17726	16966	15489	11795	9472	3787	17421	9480	5426	15463	2898	3975	3315	3460	966	1530
3448548	3448548	3448270	3448256	-	rpsS	b3316	30S ribosomal subunit protein S19	15827	15911	21649	14022	10307	4214	18486	11668	6138	17121	2413	3364	3196	2666	840	1313
3448493			3448653	+	-	predicted RNA	antisense: rpsS rplB	542	535	2278	1285	477	222	1371	611	355	1254	374	484	643	202	151	153
3449403	3449386	3448565	3448554	-	rplB	b3317	50S ribosomal subunit protein L2	8046	8115	9929	6566	5158	1949	8224	5827	2876	8341	890	1227	1653	834	328	482
	3449706	3449404	3449404	-	rplW	b3318	50S ribosomal subunit protein L23	16977	16952	15868	10391	7445	2908	15656	8179	4704	13980	1641	2476	2591	1721	467	781
3449406			3449621	+	-	predicted RNA	antisense: rplW	358	362	1444	915	263	140	1220	347	167	777	401	361	496	178	108	148
3450318	3450308	3449703		-	rplD	b3319	50S ribosomal subunit protein L4	15465	15520	15995	12472	7605	3908	20397	9025	5583	19739	1879	2560	3491	1774	662	904
3449705			3449817	+	-	predicted RNA	antisense: rplD	1309	1305	5171	3498	803	510	3477	1251	661	2718	774	929	1343	450	301	319
3449883			3450044	+	-	predicted RNA	antisense: rplD	772	711	1716	1169	375	231	1492	486	357	1250	231	279	466	141	135	137
3450317			3450563	+	-	predicted RNA	antisense: rplC	656	602	2085	1198	408	181	1269	524	296	1034	354	426	641	272	170	182
3450948	3450948	3450319	3450319	-	rplC	b3320	50S ribosomal subunit protein L3	15673	15144	16523	12180	8918	3119	14865	10411	5246	14102	1985	2518	2706	2070	611	1044
3450691			3450785	+	-	predicted RNA	antisense: rplC	268	267	1873	1147	489	228	1621	543	292	1286	535	476	674	353	198	188
3450872			3451321	+	-	predicted RNA	antisense: rplC rpsJ	1274	1159	2965	2185	945	372	2606	1017	582	1897	1033	1089	1169	790	440	476
3451451	3451292	3450981	3450949	-	rpsJ	b3321	30S ribosomal subunit protein S10	9563	10211	9548	6694	4445	1802	8179	5604	2675	7784	1774	2203	2029	1846	608	917
3451950	3451949	3451530	3451453	-	gspB	b3322	part of gsp divergon involved in type II protein secretion	18	19	20	11	15	19	15	19	21	20	40	26	25	29	47	45
3453420	3453420	3451951	3451951	-	gspA	b3323	"general secretory pathway component, cryptic"	2	3	2	1	2	2	2	1	1	2	60	11	48	30	82	94
3453538	3453600	3454415		+	gspC	b3324	"general secretory pathway component, cryptic"	3	3	5	2	1	1	2	2	2	3	53	13	33	25	57	66
	3454399	3456351	3456351	+	gspD	b3325	"general secretory pathway component, cryptic"	4	4	4	3	3	3	5	3	3	4	53	9	39	23	53	62
3456361	3456361	3457842		+	gspE	b3326	"general secretory pathway component, cryptic"	1	1	1	1	1	1	2	1	1	1	26	4	22	12	25	30
	3457839	3459035	3459035	+	gspF	b3327	"general secretory pathway component, cryptic"	1	2	2	1	1	2	2	1	2	1	48	8	44	27	54	61
3459036	3459045	3459482	3459482	+	gspG	b3328	"pseudopilin, cryptic, general secretion pathway"	2	1	2	1	2	0	0	2	2	2	46	8	47	17	61	65
3459490	3459490	3459999		+	gspH	b3329	"predicted general secretory pathway component, cryptic"	2	1	1	0	1	1	1	2	1	0	29	8	21	16	55	60
	3459996	3460373		+	gspI	b3330	"general secretory pathway component, cryptic"	2	2	1	1	1	5	0	2	1	2	28	7	29	15	44	50
	3460366	3460953		+	gspJ	b3331	"predicted general secretory pathway component, cryptic"	1	1	0	1	1	0	0	1	1	1	43	7	36	23	63	76
	3460946	3461929	3461929	+	gspK	b3332	"general secretory pathway component, cryptic"	1	1	2	1	0	0	1	2	0	1	36	7	24	20	48	54
3461930	3461944	3463107		+	gspL	b3333	"general secretory pathway component, cryptic"	4	4	4	4	10	7	5	8	5	4	51	20	33	28	67	78
	3463104	3463565		+	gspM	b3334	"general secretory pathway component, cryptic"	3	4	4	4	4	4	3	5	5	4	31	12	36	23	58	67
	3463565	3464242	3464622	+	gspO	b3335	bifunctional prepilin leader peptidase/ methylase	3	2	4	2	3	5	3	4	9	3	49	19	46	34	68	79
3464747	3464747	3464271	3464254	-	bfr	b3336	"bacterioferritin, iron storage and detoxification protein"	51	49	62	95	180	189	71	128	158	68	602	1393	920	863	744	327
3464760			3464748	-	-	predicted RNA	-	36	30	56	89	213	82	64	147	84	67	265	670	477	440	328	188
3465015	3465013	3464819	3464761	-	bfd	b3337	bacterioferritin-associated ferredoxin	27	31	85	85	156	49	41	129	42	60	235	177	170	244	161	199
3467903	3467875	3465182	3465182	-	chiA	b3338	periplasmic endochitinase	13	13	13	9	9	9	14	9	7	12	38	21	33	27	57	60
3469351	3469351	3468167	3468167	-	tufA	b3339	protein chain elongation factor EF-Tu (duplicate of tufB)	15616	15319	14079	11465	10209	7835	12746	11095	7698	12598	1749	2797	3305	1945	698	847
3471563	3471536	3469422	3469352	-	fusA	b3340	"protein chain elongation factor EF-G, GTP-binding"	11565	11572	11213	7934	6163	3963	11327	6850	4391	10485	2313	3338	2760	2580	761	948
3472110	3472103	3471564	3471564	-	rpsG	b3341	30S ribosomal subunit protein S7	11357	11612	10906	7554	6054	2911	9109	6955	3643	9182	2674	3277	3040	2917	1138	1457
3472199			3472111	-	-	predicted RNA	-	8256	8708	16246	8738	7579	2801	9771	9076	3672	10204	3341	3840	3580	3438	1308	1771
3472576	3472574	3472200	3472200	-	rpsL	b3342	30S ribosomal subunit protein S12	4153	4631	6907	4292	3389	1481	4619	4192	1892	4808	2184	2111	1858	2060	803	979
3472635			3472577	-	-	predicted RNA	-	2354	2096	2699	2229	1874	862	2340	2065	1023	2778	1579	1936	1183	1952	825	700
3468412			3468810	+	-	predicted RNA	antisense: tufA	369	358	1870	1282	519	647	1441	641	514	1136	435	592	835	268	183	151
3468928			3469108	+	-	predicted RNA	antisense: tufA	405	392	1887	1483	457	532	1274	635	419	1008	507	713	790	328	209	164
3469206			3469448	+	-	predicted RNA	antisense: tufA fusA	808	767	1986	1306	531	477	1579	703	451	1156	610	834	979	425	234	216
3469513			3469772	+	-	predicted RNA	antisense: fusA	1103	1085	2088	1220	420	348	1635	573	377	1085	671	957	838	470	317	277
3470051			3470060	+	-	predicted RNA	antisense: fusA	673	606	1111	712	282	243	890	390	223	626	395	562	487	362	148	153
3470111			3470209	+	-	predicted RNA	antisense: fusA	395	367	935	598	203	168	840	330	169	562	333	464	375	264	126	114
3470383			3470519	+	-	predicted RNA	antisense: fusA	465	467	1736	1069	275	368	1637	427	319	1175	750	937	848	514	243	230
3470636			3470738	+	-	predicted RNA	antisense: fusA	515	519	3838	2526	707	629	3260	876	570	1930	1209	1784	1921	874	540	417
3470821			3470980	+	-	predicted RNA	antisense: fusA	634	583	1725	1129	475	369	1403	553	397	1138	621	788	825	483	281	261
3471068			3471167	+	-	predicted RNA	antisense: fusA	1510	1370	3335	2233	990	777	2587	1031	752	2114	1108	1559	1627	822	515	410
3471541			3471618	+	-	predicted RNA	antisense: rpsG	588	560	1557	984	498	277	1152	526	287	838	540	851	772	471	311	266
3471797			3471862	+	-	predicted RNA	antisense: rpsG	358	355	936	699	346	152	794	328	203	587	439	498	590	304	267	239
3471925			3472211	+	-	predicted RNA	antisense: rpsL rpsG	736	773	2778	1432	718	282	1508	795	398	1047	1148	1301	1196	774	619	558
3472987	3472987	3472700	3472636	-	tusB	b3343	protein required for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis	173	184	189	115	84	97	126	99	76	129	80	102	77	109	110	91
	3473354	3472995	3472995	-	tusC	b3344	protein required for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis	102	101	90	90	97	135	71	89	96	78	50	40	47	57	62	66
	3473740	3473354		-	tusD	b3345	sulfurtransferase for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis	184	186	141	132	167	236	123	119	172	126	42	59	76	40	56	57
3474531	3474462	3473740		-	yheO	b3346	conserved protein	268	266	208	185	178	318	189	141	281	190	134	134	140	117	125	136
3475479	3475441	3474629	3474629	-	fkpA	b3347	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	1182	1243	1027	930	1069	785	744	1018	738	762	315	384	343	322	249	241
3475467	3475662	3475880	3475880	+	slyX	b3348	protein required for phi X174 lysis	130	123	102	94	105	137	65	116	105	81	46	105	45	102	73	52
3476533	3476519	3475929	3475929	-	slyD	b3349	FKBP-type peptidyl prolyl cis-trans isomerase (rotamase)	1681	1618	1118	1176	1281	1531	1183	1395	1496	1234	485	667	413	576	471	384
3476823	3476814	3476614	3476614	-	yheV	b4551	predicted protein	79	83	71	116	274	183	63	203	158	83	137	159	122	183	173	109
	3478629	3476824	3476824	-	kefB	b3350	potassium:proton antiporter	23	23	21	28	44	40	21	33	28	22	55	37	67	52	98	100
3479220	3479183	3478629		-	kefG	b3351	"potassium-efflux system ancillary protein for KefB, glutathione-regulated"	21	23	13	20	19	23	23	12	24	13	73	24	65	41	129	127
3479301	3479311	3481224		+	yheS	b3352	fused predicted transporter subunits of ABC superfamily: ATP-binding components	81	81	86	81	60	59	69	57	56	65	40	32	47	41	43	41
	3481224	3482246		+	yheT	b3353	predicted hydrolase	40	39	51	53	51	63	46	46	46	48	31	37	38	42	48	41
	3482240	3482458	3482476	+	yheU	b3354	conserved protein	83	82	90	121	135	158	100	105	134	76	93	168	103	141	150	109
3482498	3482512	3483381	3483384	+	prkB	b3355	predicted phosphoribulokinase	19	18	16	21	23	28	14	22	23	15	60	44	61	42	58	55
3483925	3483840	3483436	3483434	-	yhfA	b3356	"conserved protein, OsmC family"	52	54	38	42	59	98	39	58	76	50	81	55	91	32	62	78
3483981	3484142	3484774	3484775	+	crp	b3357	DNA-binding transcriptional dual regulator	514	517	359	395	521	1000	703	496	723	711	600	689	445	635	586	435
3484796	3484813	3486915	3486915	+	yhfK	b3358	conserved inner membrane protein	43	42	40	60	77	48	39	76	41	43	43	27	38	37	53	59
3488225	3488202	3486982	3486982	-	argD	b3359	bifunctional acetylornithine aminotransferase/ succinyldiaminopimelate aminotransferase	26	27	16	9	6	13	21	5	11	20	56	36	74	53	60	80
3488851	3488851	3488288	3488288	-	pabA	b3360	"aminodeoxychorismate synthase, subunit II"	15	15	13	15	6	13	16	6	16	15	18	6	16	13	29	37
	3489485	3488883	3488864	-	fic	b3361	"stationary-phase protein, cell division"	6	6	5	10	8	22	5	6	17	5	59	69	89	36	69	72
3489698	3489642	3489475		-	yhfG	b3362	predicted protein	8	8	2	5	5	13	5	4	13	6	37	55	42	36	43	41
3490342	3490319	3489747	3489747	-	ppiA	b3363	peptidyl-prolyl cis-trans isomerase A (rotamase A)	116	124	111	102	100	110	116	138	114	115	65	31	85	42	48	55
3490558	3490590	3491771	3491774	+	tsgA	b3364	predicted transporter	88	72	384	175	110	41	21	163	30	28	41	96	32	134	114	68
3491996	3492033	3494576		+	nirB	b3365	"nitrite reductase, large subunit, NAD(P)H-binding"	3	2	10	4	2	2	1	3	1	0	22	7	23	12	31	36
	3494573	3494899		+	nirD	b3366	"nitrite reductase, NAD(P)H-binding, small subunit"	1	2	2	1	0	1	1	1	0	0	7	1	5	2	8	8
3494964	3495025	3495831	3495849	+	nirC	b3367	nitrite transporter	12	11	16	9	5	9	10	7	6	10	37	20	46	31	50	55
3495850	3495850	3497223	3497259	+	cysG	b3368	"fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase"	34	32	26	21	21	38	35	20	30	30	40	30	37	32	42	47
3497470	3497470	3497637	3497637	+	yhfL	b3369	small lipoprotein	11	11	10	6	5	4	2	9	15	7	20	29	13	17	43	49
3497638	3497932	3499269	3499269	+	frlA	b3370	predicted fructoselysine transporter	0	0	0	0	0	0	0	0	0	0	43	7	44	20	68	72
3499290	3499290	3500312	3500333	+	frlB	b3371	fructoselysine-6-P-deglycase	2	2	3	2	2	2	2	2	2	1	36	9	43	22	52	55
3500362	3500362	3501192		+	frlC	b4474	fructoselysine 3-epimerase	3	3	3	3	3	3	1	2	3	1	15	5	13	7	22	29
	3501189	3501974	3501974	+	frlD	b3374	fructoselysine 6-kinase	3	3	2	3	4	4	2	4	2	4	21	7	20	12	28	28
3502074	3502074	3502805	3502832	+	frlR	b3375	predicted DNA-binding transcriptional regulator	37	38	40	36	50	44	30	45	30	28	45	54	52	49	61	52
3504052	3504042	3502957	3502849	-	yhfS	b3376	conserved protein	2	2	3	2	2	3	1	1	1	1	24	5	23	12	47	65
3505358	3505358	3504054	3504054	-	yhfT	b3377	predicted inner membrane protein	2	2	2	1	2	2	2	2	1	2	33	7	23	18	63	77
	3505723	3505370		-	yhfU	b3378	predicted protein	1	2	2	1	3	2	5	3	1	1	13	5	7	7	16	21
	3506612	3505734	3505734	-	php	b3379	predicted hydrolase	1	1	2	2	0	2	2	1	1	1	46	6	34	18	52	54
	3507835	3506609		-	yhfW	b3380	predicted mutase	1	1	1	0	0	1	1	0	1	1	30	4	32	14	47	49
3508998	3508998	3507835		-	yhfX	b3381	predicted amino acid racemase	0	0	0	0	0	0	1	0	1	0	29	4	26	12	47	60
3509444	3509444	3509082	3509053	-	yhfY	b3382	conserved protein	8	10	6	8	5	2	10	6	5	7	17	1	20	10	32	37
3510431	3510366	3509461	3509461	-	yhfZ	b3383	conserved protein	32	37	30	25	10	7	24	23	21	31	45	10	52	21	62	74
	3511660	3510656	3510656	-	trpS	b3384	tryptophanyl-tRNA synthetase	276	275	120	164	89	319	171	64	270	161	41	60	82	33	43	47
	3512411	3511653		-	gph	b3385	phosphoglycolate phosphatase	190	190	128	148	141	225	165	106	174	129	82	167	130	116	84	76
3513091	3513081	3512404		-	rpe	b3386	D-ribulose-5-phosphate 3-epimerase	137	136	124	158	180	240	162	148	173	136	108	189	111	142	101	78
3513935	3513935	3513099	3513099	-	dam	b3387	DNA adenine methyltransferase	248	244	272	214	222	150	201	228	152	186	142	186	108	212	166	131
3515328	3515328	3514042	3513949	-	damX	b3388	cell division protein that binds to the septal ring	486	484	425	367	437	306	452	391	326	461	276	453	236	502	337	228
3515342			3515329	-	-	predicted RNA	-	1164	1159	1405	972	935	725	1330	972	725	1337	857	1050	720	1146	899	650
3516508	3516508	3515420	3515403	-	aroB	b3389	3-dehydroquinate synthase	826	776	792	670	596	380	911	623	475	939	347	547	403	687	498	305
3516535			3516509	-	-	predicted RNA	-	1815	1631	1665	1164	766	508	1579	978	744	1928	224	246	415	183	277	261
3517352	3517086	3516565	3516564	-	aroK	b3390	shikimate kinase I	1579	1568	1220	842	620	333	1352	762	586	1449	261	390	308	224	194	177
	3518725	3517487	3517479	-	hofQ	b3391	protein required for the utilization of DNA as a carbon source; fimbrial transporter homolog	2	2	1	1	1	1	2	1	1	1	26	5	22	11	42	53
	3519041	3518637		-	hofP	b3392	protein required for the utilization of DNA as a carbon source	2	2	1	1	1	5	0	2	3	1	49	4	34	17	52	65
	3519471	3519031		-	hofO	b3393	protein required for the utilization of DNA as a carbon source	1	2	1	1	1	3	2	0	1	1	35	7	39	19	47	56
	3519994	3519455		-	hofN	b3394	protein required for the utilization of DNA as a carbon source; fimbrial assembly protein homolog	1	1	0	0	1	1	1	0	2	2	20	4	17	11	34	43
3520777	3520773	3519994		-	hofM	b3395	"protein required for the utilization of DNA as a carbon source, pilus assembly protein homolog"	2	2	2	2	2	2	4	2	3	1	23	4	30	13	29	36
3520764	3520893	3523445	3523464	+	mrcA	b3396	fused penicillin-binding protein 1a: murein transglycosylase/murein transpeptidase	34	34	27	20	17	25	47	19	28	35	33	11	29	19	35	39
3524177	3524171	3523611	3523611	-	nudE	b3397	"adenosine nucleotide hydrolase; substrates include Ap3A, Ap2A, ADP-ribose, NADH"	190	184	148	143	193	194	170	175	184	186	175	208	120	217	176	138
3524351	3524491	3526626	3526641	+	yrfF	b3398	inner membrane protein	46	45	51	52	67	45	35	69	38	37	48	35	39	50	62	62
3526691	3526691	3527359	3527359	+	yrfG	b3399	GMP/IMP nucleotidase	291	297	326	205	195	203	260	183	206	294	150	181	133	209	163	134
3527360	3527370	3527771	3527795	+	hslR	b3400	ribosome-associated heat shock protein Hsp15	378	403	479	223	175	183	359	172	204	371	109	115	156	135	114	98
3527796	3527796	3528674	3528870	+	hslO	b3401	heat shock protein Hsp33	276	283	241	135	88	145	252	93	177	256	62	50	89	40	53	53
3530507	3530461	3528737	3528680	-	yhgE	b3402	predicted inner membrane protein	14	15	17	15	16	26	21	19	20	17	65	30	56	38	91	104
3530748			3530763	+	-	predicted RNA	-	577	588	600	551	466	591	870	631	682	955	866	97	676	169	141	616
3530764	3530840	3532462	3532468	+	pck	b3403	phosphoenolpyruvate carboxykinase	302	325	340	323	308	433	670	372	501	644	690	96	696	137	131	534
	3533890	3532538	3532538	-	envZ	b3404	sensory histidine kinase in two-component regulatory system with OmpR	45	41	66	72	71	55	50	80	42	45	43	33	53	43	65	63
3534679	3534606	3533887		-	ompR	b3405	DNA-binding response regulator in two-component regulatory system with EnvZ	161	155	189	228	335	169	144	301	166	124	215	287	177	286	281	211
3534834	3534834	3535310	3535340	+	greB	b3406	transcript cleavage factor	103	98	99	109	163	132	90	120	102	89	107	119	87	118	138	108
3535407	3535407	3537728	3537728	+	yhgF	b3407	predicted transcriptional accessory protein	137	136	123	127	125	145	101	117	124	98	58	55	59	64	60	69
3538139	3538185	3538412	3538427	+	feoA	b3408	"ferrous iron transporter, protein A"	51	52	204	192	276	159	108	288	129	117	152	163	165	202	132	129
3538428	3538429	3540750		+	feoB	b3409	"fused ferrous iron transporter, protein B: GTP-binding protein/membrane protein"	27	27	70	75	74	77	66	86	63	67	60	60	70	63	59	65
	3540750	3540986	3540986	+	feoC	b3410	predicted DNA-binding transcriptional regulator	14	15	27	23	12	32	24	20	12	18	10	18	16	18	19	19
3541189	3541189	3542067	3542071	+	yhgA	b3411	predicted transposase	10	11	12	11	18	18	9	15	14	9	81	21	58	54	120	130
3542866	3542866	3542096		-	bioH	b3412	pimeloyl-ACP carboxylesterase	38	36	37	35	24	51	33	32	35	33	11	10	19	13	22	28
3542898	3542904	3543587	3543587	+	gntX	b3413	protein required for the utilization of DNA as a carbon source	66	56	159	100	122	94	95	126	77	104	92	44	76	50	63	68
3543635	3543646	3544221	3544221	+	nfuA	b3414	Fe/S biogenesis protein; possible scaffold/chaperone for damaged Fe/S proteins	758	805	891	797	1184	1015	859	1047	885	877	392	425	409	437	369	316
3544491	3544581	3545897	3545950	+	gntT	b3415	"gluconate transporter, high-affinity GNT I system"	6	8	11	13	4	3	9	11	4	9	25	5	21	11	31	40
3548092	3548092	3546008	3545983	-	malQ	b3416	4-alpha-glucanotransferase (amylomaltase)	8	8	12	22	12	16	16	10	21	11	34	26	43	17	43	49
3550498	3550495	3548102	3548093	-	malP	b3417	maltodextrin phosphorylase	4	4	9	22	22	23	26	18	23	14	49	46	66	38	63	63
3550789			3550888	+	-	predicted RNA	-	2539	2508	8	10	26	15	10	7	18	9	1120	302	747	318	301	791
3551039	3551107	3553812	3553813	+	malT	b3418	DNA-binding transcriptional activator for the mal regulon and maltotriose-ATP-binding protein	408	432	141	114	55	32	94	148	107	95	213	47	192	77	81	177
3554871	3554871	3553855		-	rtcA	b4475	RNA 3'-terminal phosphate cyclase	7	7	8	7	8	11	9	7	8	9	24	11	27	14	29	30
3556101	3556101	3554875	3554872	-	rtcB	b3421	conserved protein	14	13	12	10	12	15	12	9	10	13	51	24	49	32	80	84
	3556290	3557888	3557888	+	rtcR	b3422	sigma 54-dependent transcriptional regulator of rtcBA expression	2	3	3	3	2	3	2	3	1	2	26	7	22	14	30	32
3558628	3558628	3557870	3557870	-	glpR	b3423	DNA-binding transcriptional repressor	111	108	95	77	121	83	96	104	85	100	63	54	63	79	65	74
3559475	3559475	3558645	3558629	-	glpG	b3424	rhomboid intramembrane serine protease	299	295	334	267	315	249	395	324	289	414	224	184	190	272	194	206
